monsterident;datum;fewsparametercategorie;fewsparameternaam;meetwaarde;eenheid
WN_FC2009245351;2009-04-28 10:05;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.45;mg/l
WN_FC2009245757;2009-05-06 09:55;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.14;mg/l
WN_FC2009247004;2009-05-19 12:34;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.36;mg/l
WN_FC2009247173;2009-05-20 10:20;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.41;mg/l
WN_FC2009247590;2009-05-26 10:45;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.16;mg/l
WN_FC2009248587;2009-06-03 10:05;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.15;mg/l
WN_FC2009249565;2009-06-15 11:10;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.08;mg/l
WN_FC2009249703;2009-06-17 08:52;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.13;mg/l
WN_FC2009250185;2009-06-23 09:56;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.16;mg/l
WN_FC2009251188;2009-07-02 09:20;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.08;mg/l
WN_FC2009253024;2009-07-21 10:21;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.15;mg/l
WN_FC2009253149;2009-07-22 09:35;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.05;mg/l
WN_FC2009253587;2009-07-27 09:14;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2009255317;2009-08-11 09:02;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.1;mg/l
WN_FC2009255918;2009-08-18 10:59;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.17;mg/l
WN_FC2009256053;2009-08-19 11:02;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.06;mg/l
WN_FC2009256535;2009-08-27 10:09;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.08;mg/l
WN_FC2009258363;2009-09-10 08:55;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.13;mg/l
WN_FC2009258898;2009-09-15 10:30;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.35;mg/l
WN_FC2009259643;2009-09-21 09:37;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.07;mg/l
WN_FC2009260076;2009-09-24 08:54;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.09;mg/l
WN_FC2009261300;2009-10-07 08:51;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.53;mg/l
WN_FC2009261662;2009-10-12 09:00;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.04;mg/l
WN_FC2009261714;2009-10-13 09:52;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.46;mg/l
WN_FC2009262281;2009-10-19 08:23;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.12;mg/l
WN_FC2009262474;2009-10-22 08:49;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.17;mg/l
WN_FC2009262857;2009-10-26 09:56;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2009262860;2009-10-26 09:56;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2009263300;2009-11-02 08:27;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.07;mg/l
WN_FC2009263522;2009-11-05 09:15;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.31;mg/l
WN_FC2009264076;2009-11-09 09:19;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.08;mg/l
WN_FC2009264084;2009-11-10 11:00;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.0;mg/l
WN_FC2009264741;2009-11-16 08:35;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.13;mg/l
WN_FC2009265459;2009-11-23 08:52;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.32;mg/l
WN_FC2009265383;2009-11-25 08:32;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.08;mg/l
WN_FC2009265380;2009-11-30 09:20;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.12;mg/l
WN_FC2009266114;2009-11-30 09:20;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.12;mg/l
WN_FC2009266352;2009-12-03 11:00;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.38;mg/l
WN_FC2009266845;2009-12-07 09:08;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.13;mg/l
WN_FC2009266920;2009-12-08 10:26;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.83;mg/l
WN_FC2009267570;2009-12-14 08:57;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.07;mg/l
WN_FC2009268112;2009-12-16 09:01;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.06;mg/l
WN_FC2009268692;2009-12-28 09:42;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.1;mg/l
WN_FC2010271239;2010-02-08 12:18;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.3;mg/l
WN_FC2010271416;2010-02-09 09:47;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.8;mg/l
WN_FC2010273313;2010-03-01 09:25;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010273493;2010-03-04 11:48;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.0;mg/l
WN_FC2010274012;2010-03-08 08:30;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010274054;2010-03-10 09:25;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.1;mg/l
WN_FC2010274207;2010-03-12 10:05;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);3.3;mg/l
WN_FC2010274208;2010-03-12 10:12;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.04;mg/l
WN_FC2010275015;2010-03-15 08:19;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010275013;2010-03-15 09:29;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.2;mg/l
WN_FC2010275475;2010-03-22 08:37;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.04;mg/l
WN_FC2010272158;2010-03-25 09:55;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.1;mg/l
WN_FC2010276055;2010-03-29 09:20;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.06;mg/l
WN_FC2010276593;2010-04-01 09:58;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.3;mg/l
WN_FC2010276679;2010-04-06 08:30;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010276881;2010-04-08 07:51;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.34;mg/l
WN_FC2010276921;2010-04-08 08:53;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.05;mg/l
WN_FC2010276922;2010-04-08 09:01;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010277293;2010-04-12 08:23;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010277238;2010-04-12 10:50;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.44;mg/l
WN_FC2010277948;2010-04-19 08:48;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010277240;2010-04-26 08:15;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010279339;2010-05-03 08:30;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010279513;2010-05-06 08:33;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.19;mg/l
WN_FC2010279514;2010-05-06 08:40;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010278724;2010-05-06 10:13;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.08;mg/l
WN_FC2010278737;2010-05-06 12:10;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.31;mg/l
WN_FC2010279941;2010-05-10 08:36;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.04;mg/l
WN_FC2010279933;2010-05-10 11:10;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.31;mg/l
WN_FC2010279537;2010-05-12 10:24;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.26;mg/l
WN_FC2010280427;2010-05-17 08:50;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.06;mg/l
WN_FC2010280442;2010-05-17 08:50;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.05;mg/l
WN_FC2010281457;2010-05-25 08:30;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.05;mg/l
WN_FC2010281845;2010-05-31 09:05;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.06;mg/l
WN_FC2010282246;2010-06-03 08:24;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.19;mg/l
WN_FC2010282230;2010-06-04 07:18;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.34;mg/l
WN_FC2010282243;2010-06-04 09:51;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.14;mg/l
WN_FC2010282547;2010-06-07 09:19;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.05;mg/l
WN_FC2010282540;2010-06-07 12:29;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.22;mg/l
WN_FC2010282994;2010-06-14 08:40;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.74;mg/l
WN_FC2010283074;2010-06-14 08:45;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.07;mg/l
WN_FC2010283075;2010-06-14 08:52;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.32;mg/l
WN_FC2010283009;2010-06-21 09:09;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.07;mg/l
WN_FC2010284435;2010-06-28 08:30;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.04;mg/l
WN_FC2010284715;2010-07-01 07:00;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.44;mg/l
WN_FC2010284728;2010-07-01 10:45;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.16;mg/l
WN_FC2010284977;2010-07-05 08:33;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.04;mg/l
WN_FC2010284970;2010-07-05 11:20;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.08;mg/l
WN_FC2010285326;2010-07-08 09:38;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.4;mg/l
WN_FC2010285782;2010-07-12 08:00;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010285750;2010-07-15 09:58;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.16;mg/l
WN_FC2010285751;2010-07-15 10:05;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010287029;2010-07-19 08:20;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010286862;2010-07-26 09:50;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.08;mg/l
WN_FC2010287775;2010-08-02 08:41;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.25;mg/l
WN_FC2010287767;2010-08-02 11:48;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.11;mg/l
WN_FC2010288230;2010-08-06 10:43;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.16;mg/l
WN_FC2010288214;2010-08-06 12:05;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.24;mg/l
WN_FC2010288400;2010-08-09 08:38;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010288632;2010-08-12 08:57;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.08;mg/l
WN_FC2010289311;2010-08-16 09:15;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010289187;2010-08-19 08:49;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.28;mg/l
WN_FC2010289188;2010-08-19 09:00;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.14;mg/l
WN_FC2010289904;2010-08-23 08:50;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010290375;2010-08-30 09:29;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010290666;2010-09-03 08:21;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.33;mg/l
WN_FC2010291064;2010-09-06 08:50;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.06;mg/l
WN_FC2010290663;2010-09-10 10:43;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.17;mg/l
WN_FC2010290650;2010-09-10 11:57;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.39;mg/l
WN_FC2010291639;2010-09-13 08:34;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.04;mg/l
WN_FC2010291652;2010-09-13 11:18;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.16;mg/l
WN_FC2010291792;2010-09-16 09:40;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.34;mg/l
WN_FC2010291793;2010-09-16 10:47;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.38;mg/l
WN_FC2010292648;2010-09-20 09:29;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010292794;2010-09-21 11:14;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.83;mg/l
WN_FC2010293170;2010-09-27 08:00;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010293675;2010-10-04 09:47;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010293711;2010-10-05 10:15;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.64;mg/l
WN_FC2010293721;2010-10-06 08:33;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.27;mg/l
WN_FC2010293722;2010-10-06 08:39;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.23;mg/l
WN_FC2010293772;2010-10-07 08:08;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.86;mg/l
WN_FC2010293813;2010-10-07 11:50;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.68;mg/l
WN_FC2010294631;2010-10-11 08:55;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010294616;2010-10-18 09:20;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010295646;2010-10-25 08:35;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.07;mg/l
WN_FC2010295809;2010-10-27 12:01;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.2;mg/l
WN_FC2010296121;2010-11-01 09:15;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010296238;2010-11-01 12:10;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.74;mg/l
WN_FC2010296160;2010-11-02 09:36;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.25;mg/l
WN_FC2010296161;2010-11-02 09:46;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.36;mg/l
WN_FC2010296242;2010-11-03 08:43;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.6;mg/l
WN_FC2010296343;2010-11-03 12:00;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.85;mg/l
WN_FC2010297162;2010-11-08 08:45;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010297595;2010-11-15 08:40;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.06;mg/l
WN_FC2010298275;2010-11-22 08:33;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.05;mg/l
WN_FC2010298397;2010-11-25 11:23;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);3.4;mg/l
WN_FC2010298790;2010-11-29 09:05;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2010299217;2010-12-01 12:24;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.37;mg/l
WN_FC2010299155;2010-12-13 08:58;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.9;mg/l
WN_FC2011302037;2011-01-05 08:36;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);2.5;mg/l
WN_FC2011301967;2011-01-06 12:30;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.4;mg/l
WN_FC2011302265;2011-01-10 09:51;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);2.0;mg/l
WN_FC2011302481;2011-01-11 09:23;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);3.7;mg/l
WN_FC2011302973;2011-01-17 07:50;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011302971;2011-01-17 09:50;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.9;mg/l
WN_FC2011303524;2011-01-24 09:55;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011302266;2011-01-24 11:42;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.4;mg/l
WN_FC2011303879;2011-01-31 09:50;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011303993;2011-01-31 12:30;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.62;mg/l
WN_FC2011304167;2011-02-02 10:00;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.9;mg/l
WN_FC2011304168;2011-02-02 10:07;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.83;mg/l
WN_FC2011304243;2011-02-03 09:39;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);2.2;mg/l
WN_FC2011304805;2011-02-07 09:00;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.04;mg/l
WN_FC2011303870;2011-02-07 10:05;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.1;mg/l
WN_FC2011305001;2011-02-10 10:00;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);2.3;mg/l
WN_FC2011305325;2011-02-14 08:30;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.04;mg/l
WN_FC2011305886;2011-02-21 08:50;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011305909;2011-02-28 08:30;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011306596;2011-03-02 12:37;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.49;mg/l
WN_FC2011307032;2011-03-07 08:30;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011306654;2011-03-07 11:12;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.1;mg/l
WN_FC2011307265;2011-03-10 10:55;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.9;mg/l
WN_FC2011307166;2011-03-10 11:16;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.04;mg/l
WN_FC2011307165;2011-03-10 11:26;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.05;mg/l
WN_FC2011307449;2011-03-14 09:00;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.06;mg/l
WN_FC2011307448;2011-03-14 10:35;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.5;mg/l
WN_FC2011308165;2011-03-21 09:05;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.04;mg/l
WN_FC2011308756;2011-03-28 09:10;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011309084;2011-04-04 08:30;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.06;mg/l
WN_FC2011309764;2011-04-05 08:32;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011309296;2011-04-06 11:16;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.06;mg/l
WN_FC2011309648;2011-04-08 08:28;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.49;mg/l
WN_FC2011309922;2011-04-11 09:00;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.05;mg/l
WN_FC2011309892;2011-04-11 10:11;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.3;mg/l
WN_FC2011309929;2011-04-11 11:40;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.1;mg/l
WN_FC2011310440;2011-04-14 08:29;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.08;mg/l
WN_FC2011310441;2011-04-14 08:39;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011311436;2011-04-26 09:00;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.05;mg/l
WN_FC2011311827;2011-05-02 08:45;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011312172;2011-05-04 09:55;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011312347;2011-05-06 08:54;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.29;mg/l
WN_FC2011312344;2011-05-06 10:50;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.22;mg/l
WN_FC2011312635;2011-05-09 08:29;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011312574;2011-05-09 11:51;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.17;mg/l
WN_FC2011312935;2011-05-12 09:38;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.11;mg/l
WN_FC2011312936;2011-05-12 09:44;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.06;mg/l
WN_FC2011313264;2011-05-16 09:18;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.15;mg/l
WN_FC2011313275;2011-05-16 10:10;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011314274;2011-05-23 08:30;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011315046;2011-06-01 08:06;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.15;mg/l
WN_FC2011314814;2011-06-01 10:20;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011315160;2011-06-06 08:36;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011315158;2011-06-06 11:15;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.09;mg/l
WN_FC2011315438;2011-06-08 12:28;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.12;mg/l
WN_FC2011316052;2011-06-14 08:40;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011316359;2011-06-17 09:14;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.09;mg/l
WN_FC2011316358;2011-06-17 09:21;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.22;mg/l
WN_FC2011316615;2011-06-20 09:05;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011316830;2011-06-22 09:56;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.32;mg/l
WN_FC2011317322;2011-06-27 08:55;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011317855;2011-07-04 08:45;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011318073;2011-07-06 11:41;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.19;mg/l
WN_FC2011317567;2011-07-07 09:44;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.09;mg/l
WN_FC2011318696;2011-07-11 08:26;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011319082;2011-07-13 09:32;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.26;mg/l
WN_FC2011319083;2011-07-13 09:40;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.1;mg/l
WN_FC2011318317;2011-07-13 12:14;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.23;mg/l
WN_FC2011319614;2011-07-18 08:25;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011319409;2011-07-25 08:40;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011319559;2011-07-26 09:00;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);1.3;mg/l
WN_FC2011319408;2011-07-28 09:40;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.11;mg/l
WN_FC2011320888;2011-08-01 09:12;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.03;mg/l
WN_FC2011321260;2011-08-04 08:20;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.41;mg/l
WN_FC2011322125;2011-08-05 08:20;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.13;mg/l
WN_FC2011322126;2011-08-05 08:29;NUTRI;Ammonium na filtratie (uitgedrukt in mg stikstof/l);0.14;mg/l
