monsterident;datum;fewsparametercategorie;fewsparameternaam;meetwaarde;eenheid
WN_FC2014400671;2014-03-10 10:17;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);340.0;mg/l
WN_FC2014400867;2014-03-13 09:40;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);390.0;mg/l
WN_FC2014402042;2014-04-02 09:28;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);220.0;mg/l
WN_FC2014402559;2014-04-07 09:26;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);190.0;mg/l
WN_FC2014402591;2014-04-08 08:48;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);290.0;mg/l
WN_FC2014402691;2014-04-09 10:50;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);310.0;mg/l
WN_FC2014402623;2014-04-09 10:57;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);310.0;mg/l
WN_FC2014402721;2014-04-10 11:46;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);340.0;mg/l
WN_FC2014405161;2014-05-12 10:47;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);270.0;mg/l
WN_FC2014405738;2014-05-16 12:08;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);270.0;mg/l
WN_FC2014406906;2014-06-02 09:20;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);170.0;mg/l
WN_FC2014407748;2014-06-11 11:45;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);320.0;mg/l
WN_FC2014408370;2014-06-13 08:53;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);320.0;mg/l
WN_FC2014406999;2014-06-13 09:20;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);200.0;mg/l
WN_FC2014408612;2014-06-20 09:28;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);320.0;mg/l
WN_FC2014409990;2014-06-24 10:04;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);280.0;mg/l
WN_FC2014410490;2014-06-30 09:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);170.0;mg/l
WN_FC2014410870;2014-07-03 10:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);390.0;mg/l
WN_FC2014410812;2014-07-03 13:27;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);210.0;mg/l
WN_FC2014411155;2014-07-07 12:40;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);320.0;mg/l
WN_FC2014411310;2014-07-08 11:29;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);320.0;mg/l
WN_FC2014411322;2014-07-09 08:29;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);270.0;mg/l
WN_FC2014413765;2014-08-05 11:30;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);290.0;mg/l
WN_FC2014413854;2014-08-06 09:10;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);210.0;mg/l
WN_FC2014414053;2014-08-08 11:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);200.0;mg/l
WN_FC2014414307;2014-08-11 09:45;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);160.0;mg/l
WN_FC2014414366;2014-08-12 09:58;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);250.0;mg/l
WN_FC2014414632;2014-08-25 12:05;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);290.0;mg/l
WN_FC2014417463;2014-09-11 12:23;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);190.0;mg/l
WN_FC2014417891;2014-09-15 10:21;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);220.0;mg/l
WN_FC2014419173;2014-10-01 12:03;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);260.0;mg/l
WN_FC2014419258;2014-10-03 08:35;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);240.0;mg/l
WN_FC2014419558;2014-10-06 09:06;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);170.0;mg/l
WN_FC2014419645;2014-10-07 09:27;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);480.0;mg/l
WN_FC2014420020;2014-10-13 11:00;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);280.0;mg/l
WN_FC2014420182;2014-10-14 10:56;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);310.0;mg/l
WN_FC2014422469;2014-11-14 08:51;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);340.0;mg/l
WN_FC2014422439;2014-11-14 09:39;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);290.0;mg/l
WN_FC2014423532;2014-12-01 09:30;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);180.0;mg/l
WN_FC2014423758;2014-12-04 09:23;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);260.0;mg/l
WN_FC2014424285;2014-12-09 09:49;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);430.0;mg/l
WN_FC2014424379;2014-12-10 12:42;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);370.0;mg/l
WN_FC2014424179;2014-12-15 10:16;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);270.0;mg/l
WN_FC2014424360;2014-12-16 10:28;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);330.0;mg/l
WP425553;2015-01-07 12:40;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);550.0;mg/l
WP426552;2015-01-22 11:45;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);340.0;mg/l
WP427363;2015-02-02 11:49;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);180.0;mg/l
WP427763;2015-02-03 10:30;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);260.0;mg/l
WP427649;2015-02-04 10:55;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);560.0;mg/l
WP427601;2015-02-05 11:18;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);160.0;mg/l
WP428999;2015-02-26 10:36;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);240.0;mg/l
WP428571;2015-02-27 09:14;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);280.0;mg/l
WP429400;2015-03-03 09:10;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);540.0;mg/l
WP430797;2015-03-19 09:52;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);370.0;mg/l
WP431639;2015-04-01 11:04;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);130.0;mg/l
WP431926;2015-04-07 10:20;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);490.0;mg/l
WP431945;2015-04-07 10:46;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);180.0;mg/l
WP433622;2015-04-24 10:19;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);310.0;mg/l
WP434131;2015-05-01 11:05;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);250.0;mg/l
WP434217;2015-05-01 12:35;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);280.0;mg/l
WP434980;2015-05-06 10:18;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);450.0;mg/l
WP436650;2015-05-28 07:59;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);240.0;mg/l
WP438208;2015-06-01 09:22;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);180.0;mg/l
WP438410;2015-06-02 11:29;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);480.0;mg/l
WP438467;2015-06-03 09:20;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);240.0;mg/l
WP440437;2015-06-23 09:50;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);320.0;mg/l
WP440463;2015-06-24 09:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);200.0;mg/l
WP440522;2015-06-25 10:01;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);360.0;mg/l
WP442471;2015-07-03 07:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);200.0;mg/l
WP442468;2015-07-03 09:35;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);520.0;mg/l
WP442845;2015-07-06 09:55;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);160.0;mg/l
WP443649;2015-07-16 08:20;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);220.0;mg/l
WP444179;2015-07-21 09:35;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);330.0;mg/l
WP444395;2015-07-24 10:20;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);380.0;mg/l
WP445260;2015-08-04 11:12;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);160.0;mg/l
WP445499;2015-08-06 09:18;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);520.0;mg/l
WP445527;2015-08-07 07:50;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);210.0;mg/l
WP446161;2015-08-13 11:10;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);240.0;mg/l
WP446487;2015-08-18 10:25;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);310.0;mg/l
WP447208;2015-08-31 11:12;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);200.0;mg/l
WP447879;2015-09-04 09:23;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);190.0;mg/l
WP450200;2015-10-02 09:00;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP450050;2015-10-02 14:00;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);490.0;mg/l
WP450329;2015-10-05 10:50;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);170.0;mg/l
WP451220;2015-10-15 10:30;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);280.0;mg/l
WP451502;2015-10-21 11:29;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);360.0;mg/l
WP452553;2015-10-28 11:36;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP453091;2015-11-03 11:08;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);500.0;mg/l
WP454016;2015-11-19 11:55;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);210.0;mg/l
WP454981;2015-12-02 14:09;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);450.0;mg/l
WP455044;2015-12-04 12:54;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);160.0;mg/l
WP455211;2015-12-07 12:27;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);170.0;mg/l
WP455408;2015-12-15 08:45;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);260.0;mg/l
WP455853;2015-12-17 13:20;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);340.0;mg/l
WP456356;2015-12-22 11:40;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP457489;2016-01-14 10:55;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);530.0;mg/l
WP459456;2016-02-08 10:50;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);170.0;mg/l
WP459046;2016-02-09 11:04;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);170.0;mg/l
WP459595;2016-02-09 11:10;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);600.0;mg/l
WP460008;2016-02-16 09:56;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);220.0;mg/l
WP460462;2016-02-23 11:09;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP461852;2016-03-14 09:16;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);540.0;mg/l
WP463237;2016-04-04 11:12;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);170.0;mg/l
WP463325;2016-04-05 10:30;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);570.0;mg/l
WP463925;2016-04-13 08:21;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);210.0;mg/l
WP464300;2016-04-18 13:20;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);250.0;mg/l
WP464954;2016-04-25 10:30;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);250.0;mg/l
WP466525;2016-05-12 10:05;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);520.0;mg/l
WP468531;2016-06-06 10:11;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);170.0;mg/l
WP468880;2016-06-09 08:35;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);200.0;mg/l
WP468663;2016-06-09 11:29;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP468923;2016-06-10 10:10;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);370.0;mg/l
WP469973;2016-06-13 11:20;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);260.0;mg/l
WP470012;2016-06-14 12:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);260.0;mg/l
WP472541;2016-07-04 09:44;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);170.0;mg/l
WP472624;2016-07-05 10:04;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);370.0;mg/l
WP472827;2016-07-07 10:37;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);200.0;mg/l
WP473194;2016-07-11 11:20;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP473348;2016-07-12 10:39;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);210.0;mg/l
WP473495;2016-07-15 08:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);210.0;mg/l
WP475322;2016-08-01 09:50;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);160.0;mg/l
WP475540;2016-08-03 10:34;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);570.0;mg/l
WP475979;2016-08-08 11:50;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);260.0;mg/l
WP476193;2016-08-11 10:35;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);200.0;mg/l
WP476160;2016-08-18 07:51;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP476779;2016-08-18 10:26;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);220.0;mg/l
WP478503;2016-09-08 09:58;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);570.0;mg/l
WP480499;2016-10-04 11:33;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);390.0;mg/l
WP480516;2016-10-05 11:05;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);240.0;mg/l
WP481081;2016-10-10 09:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);170.0;mg/l
WP481146;2016-10-11 08:00;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);210.0;mg/l
WP481580;2016-10-17 10:50;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);270.0;mg/l
WP482329;2016-10-26 11:10;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP482879;2016-11-04 11:48;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);400.0;mg/l
WP484841;2016-11-30 10:50;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);360.0;mg/l
WP485074;2016-12-05 09:50;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);170.0;mg/l
WP485267;2016-12-08 08:35;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);240.0;mg/l
WP485359;2016-12-09 13:37;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);470.0;mg/l
WP485928;2016-12-19 10:38;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);280.0;mg/l
WP488494;2017-02-02 09:24;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);190.0;mg/l
WP488741;2017-02-06 11:25;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);180.0;mg/l
WP489074;2017-02-09 11:48;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);290.0;mg/l
WP489357;2017-02-14 12:00;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);320.0;mg/l
WP489946;2017-02-22 09:28;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);340.0;mg/l
WP492790;2017-04-03 09:20;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);170.0;mg/l
WP493079;2017-04-07 12:42;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);220.0;mg/l
WP493401;2017-04-10 12:18;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP494026;2017-04-20 11:22;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP494316;2017-04-21 11:20;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);280.0;mg/l
WP499923;2017-06-09 09:10;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP499995;2017-06-09 12:57;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);330.0;mg/l
WP500159;2017-06-12 10:16;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);180.0;mg/l
WP500266;2017-06-13 11:35;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);310.0;mg/l
WP501549;2017-06-28 09:49;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);260.0;mg/l
WP502288;2017-07-06 11:40;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);380.0;mg/l
WP502845;2017-07-10 09:31;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);180.0;mg/l
WP502910;2017-07-11 09:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);180.0;mg/l
WP502946;2017-07-11 13:35;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);310.0;mg/l
WP504258;2017-07-19 09:10;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP505422;2017-08-03 08:45;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);160.0;mg/l
WP506088;2017-08-04 12:30;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP505993;2017-08-08 11:44;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);280.0;mg/l
WP506649;2017-08-14 10:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);180.0;mg/l
WP507473;2017-08-23 11:47;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);240.0;mg/l
WP511164;2017-10-02 10:05;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);180.0;mg/l
WP512435;2017-10-16 09:29;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);240.0;mg/l
WP512074;2017-10-16 10:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);250.0;mg/l
WP512689;2017-10-20 12:40;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);270.0;mg/l
WP513099;2017-10-26 13:10;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP515809;2017-12-01 09:58;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);190.0;mg/l
WP515933;2017-12-04 10:00;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);200.0;mg/l
WP516239;2017-12-07 13:45;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);240.0;mg/l
WP516664;2017-12-11 10:51;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);180.0;mg/l
WP516774;2017-12-13 11:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);240.0;mg/l
WP518094;2018-01-08 10:05;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);190.0;mg/l
WP518131;2018-01-09 11:28;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);190.0;mg/l
WP519651;2018-01-24 10:45;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);170.0;mg/l
WP519426;2018-01-30 10:25;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);210.0;mg/l
WP520161;2018-02-05 09:40;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);180.0;mg/l
WP520330;2018-02-06 12:20;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);210.0;mg/l
WP520680;2018-02-12 11:00;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);210.0;mg/l
WP521486;2018-02-21 09:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);240.0;mg/l
WP522306;2018-03-12 11:20;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);180.0;mg/l
WP523023;2018-03-21 10:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);250.0;mg/l
WP523417;2018-03-22 08:12;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);250.0;mg/l
WP522671;2018-03-23 11:58;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);260.0;mg/l
WP523635;2018-03-27 11:25;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);260.0;mg/l
WP524036;2018-04-03 10:10;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);180.0;mg/l
WP524385;2018-04-06 12:45;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);260.0;mg/l
WP525018;2018-04-17 10:38;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);260.0;mg/l
WP525130;2018-04-18 07:53;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP525738;2018-04-24 10:16;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);290.0;mg/l
WP528128;2018-05-07 08:55;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);180.0;mg/l
WP528272;2018-05-09 11:40;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);250.0;mg/l
WP529073;2018-05-15 12:10;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);270.0;mg/l
WP529840;2018-05-24 08:39;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);240.0;mg/l
WP530230;2018-05-30 08:35;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);240.0;mg/l
WP530671;2018-06-04 09:10;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);180.0;mg/l
WP530761;2018-06-05 11:20;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);250.0;mg/l
WP531369;2018-06-12 11:21;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);290.0;mg/l
WP532056;2018-06-21 09:00;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);220.0;mg/l
WP532818;2018-06-28 08:07;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);220.0;mg/l
WP533227;2018-07-02 09:25;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);190.0;mg/l
WP533345;2018-07-03 11:20;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);380.0;mg/l
WP533960;2018-07-10 10:30;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);320.0;mg/l
WP534816;2018-07-18 07:41;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP535325;2018-07-26 11:19;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);170.0;mg/l
WP536644;2018-08-07 10:50;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);270.0;mg/l
WP537248;2018-08-13 08:30;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);190.0;mg/l
WP537209;2018-08-13 11:40;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP538150;2018-08-24 08:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);180.0;mg/l
WP537126;2018-08-27 09:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);190.0;mg/l
WP538917;2018-09-04 12:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);270.0;mg/l
WP539512;2018-09-10 10:10;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);190.0;mg/l
WP539557;2018-09-10 12:30;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);200.0;mg/l
WP540287;2018-09-19 11:29;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);200.0;mg/l
WP540763;2018-09-25 09:36;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);200.0;mg/l
WP541905;2018-10-08 10:10;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);190.0;mg/l
WP541997;2018-10-10 11:20;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);200.0;mg/l
WP542584;2018-10-17 09:10;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);240.0;mg/l
WP543159;2018-10-25 09:11;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);220.0;mg/l
WP543410;2018-10-30 11:36;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);290.0;mg/l
WP543775;2018-11-05 10:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);190.0;mg/l
WP543890;2018-11-07 12:05;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
WP544687;2018-11-19 10:50;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);320.0;mg/l
WP544768;2018-11-21 12:25;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);290.0;mg/l
WP545094;2018-11-29 09:35;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);240.0;mg/l
WP545365;2018-12-03 10:15;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);190.0;mg/l
WP545611;2018-12-05 11:45;IONEN;M-getal na filtratie (uitgedrukt in mg bicarbonaat/l);230.0;mg/l
