monsterident;datum;fewsparametercategorie;fewsparameternaam;meetwaarde;eenheid;x_location;y_location
WN_FC2010291792;2010-09-16 09:40;IONEN;Calcium na filtratie (mg/l);83.0;mg/l;119445;463875
WN_FC2010292648;2010-09-20 09:29;IONEN;Calcium na filtratie (mg/l);78.0;mg/l;119349;493061
WN_FC2010292794;2010-09-21 11:14;IONEN;Calcium na filtratie (mg/l);91.0;mg/l;127540;473186
WN_FC2010293711;2010-10-05 10:15;IONEN;Calcium na filtratie (mg/l);91.0;mg/l;125290;470063
WN_FC2010293721;2010-10-06 08:33;IONEN;Calcium na filtratie (mg/l);85.0;mg/l;119445;463875
WN_FC2010293772;2010-10-07 08:08;IONEN;Calcium na filtratie (mg/l);80.0;mg/l;128859;480426
WN_FC2010294616;2010-10-18 09:20;IONEN;Calcium na filtratie (mg/l);83.0;mg/l;119349;493061
WN_FC2010295809;2010-10-27 12:01;IONEN;Calcium na filtratie (mg/l);94.0;mg/l;127540;473186
WN_FC2010296238;2010-11-01 12:10;IONEN;Calcium na filtratie (mg/l);92.0;mg/l;125290;470063
WN_FC2010296160;2010-11-02 09:36;IONEN;Calcium na filtratie (mg/l);84.0;mg/l;119445;463875
WN_FC2010296242;2010-11-03 08:43;IONEN;Calcium na filtratie (mg/l);82.0;mg/l;128859;480426
WN_FC2010297595;2010-11-15 08:40;IONEN;Calcium na filtratie (mg/l);83.0;mg/l;119349;493061
WN_FC2010298397;2010-11-25 11:23;IONEN;Calcium na filtratie (mg/l);90.0;mg/l;127540;473186
WN_FC2010299155;2010-12-13 08:58;IONEN;Calcium na filtratie (mg/l);75.0;mg/l;128859;480426
WN_FC2011302481;2011-01-11 09:23;IONEN;Calcium na filtratie (mg/l);140.0;mg/l;127540;473186
WN_FC2011302266;2011-01-24 11:42;IONEN;Calcium na filtratie (mg/l);64.0;mg/l;119694;464951
WN_FC2011303993;2011-01-31 12:30;IONEN;Calcium na filtratie (mg/l);97.0;mg/l;120698;488852
WN_FC2011304167;2011-02-02 10:00;IONEN;Calcium na filtratie (mg/l);80.0;mg/l;119445;463875
WN_FC2011304168;2011-02-02 10:07;IONEN;Calcium na filtratie (mg/l);76.0;mg/l;119694;464951
WN_FC2011304243;2011-02-03 09:39;IONEN;Calcium na filtratie (mg/l);74.0;mg/l;128859;480426
