monsterident;datum;fewsparametercategorie;fewsparameternaam;meetwaarde;eenheid;x_location;y_location
3220100092;2010-07-01 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;128934;483088
3220100092;2010-07-01 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;128934;483088
3220100237;2010-07-15 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);98.0;DIMSLS;120967;479420
3220100237;2010-07-15 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);98.0;DIMSLS;120967;479420
3220100311;2010-07-20 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;121027;480277
3220100311;2010-07-20 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;121027;480277
3220101010;2010-08-30 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;122000;477230
3220101010;2010-08-30 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;122000;477230
3220101261;2010-09-09 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;122368;474435
3220101261;2010-09-09 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;122368;474435
3220110797;2011-07-26 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;117769;476704
3220110797;2011-07-26 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;117769;476704
3220110844;2011-07-27 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;119055;475103
3220110844;2011-07-27 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;119055;475103
3220110888;2011-07-28 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;117888;474337
3220110888;2011-07-28 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;117888;474337
3220120210;2012-06-13 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);4.0;DIMSLS;128952;473458
3220120210;2012-06-13 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);4.0;DIMSLS;128952;473458
3220120211;2012-06-13 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);4.0;DIMSLS;128952;473458
3220120211;2012-06-13 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);4.0;DIMSLS;128952;473458
3220120258;2012-06-14 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;128994;473976
3220120258;2012-06-14 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;128994;473976
3220120260;2012-06-14 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;129389;476283
3220120260;2012-06-14 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;129389;476283
3220120259;2012-06-14 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;128994;473976
3220120259;2012-06-14 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;128994;473976
3220120261;2012-06-14 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;129389;476283
3220120261;2012-06-14 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;129389;476283
3220120432;2012-06-21 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;128298;476478
3220120432;2012-06-21 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;128298;476478
3220120776;2012-07-05 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);3.0;DIMSLS;113136;488342
3220120776;2012-07-05 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);3.0;DIMSLS;113136;488342
WP_NVO_415071;2014-08-11 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;113078;484874
WP_NVO_415071;2014-08-11 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;113078;484874
WP_NVO_415241;2014-08-14 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;112483;470393
WP_NVO_415241;2014-08-14 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;112483;470393
15438074;2015-07-06 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);4.0;DIMSLS;128952;473458
15438074;2015-07-06 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);4.0;DIMSLS;128952;473458
15437584;2015-07-08 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);5.0;DIMSLS;129389;476283
15437584;2015-07-08 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);5.0;DIMSLS;129389;476283
15436863;2015-07-15 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);3.0;DIMSLS;115910;488687
15436863;2015-07-15 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);3.0;DIMSLS;115910;488687
15437009;2015-07-20 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;117769;476704
15437009;2015-07-20 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;117769;476704
15437884;2015-07-20 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);5.0;DIMSLS;117888;474337
15437884;2015-07-20 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);5.0;DIMSLS;117888;474337
15437266;2015-07-30 12:00;VELD;Grondsoort (uitgedrukt in waardebereik);98.0;DIMSLS;113136;488342
15437266;2015-07-30 12:00;VELD;Grondsoort (uitgedrukt in waardebereik);98.0;DIMSLS;113136;488342
15437845;2015-07-31 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;113078;484874
15437845;2015-07-31 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;113078;484874
3420230127;2023-09-14 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;121943;474551
3420230127;2023-09-14 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;121943;474551
3220100479;2010-08-03 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;124425;463399
3220100479;2010-08-03 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;124425;463399
3220100481;2010-08-03 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;125801;464944
3220100481;2010-08-03 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;125801;464944
3220100812;2010-08-19 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;120044;463834
3220100812;2010-08-19 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;120044;463834
3220101097;2010-09-01 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;124154;467217
3220101097;2010-09-01 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;124154;467217
3220110632;2011-07-19 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;118084;465734
3220110632;2011-07-19 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;118084;465734
3220110797;2011-07-26 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;117769;476704
3220110797;2011-07-26 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;117769;476704
3220110844;2011-07-27 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;119055;475103
3220110844;2011-07-27 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;119055;475103
3220110888;2011-07-28 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;117888;474337
3220110888;2011-07-28 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;117888;474337
3220110998;2011-08-02 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;115654;474261
3220110998;2011-08-02 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);1.0;DIMSLS;115654;474261
14408848;2014-07-14 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;124425;463399
14408848;2014-07-14 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);2.0;DIMSLS;124425;463399
14409021;2014-07-14 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);4.0;DIMSLS;125801;464944
14409021;2014-07-14 00:00;VELD;Grondsoort (uitgedrukt in waardebereik);4.0;DIMSLS;125801;464944
